NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
3845,고구마크림치즈스틱,빵류,페이스트리류,167,495,12,-,-,20,470
3846,아몬드모카크림치즈스틱,빵류,페이스트리류,165,519,12,-,-,28,470
3847,아몬드고구마크림치즈스틱,빵류,페이스트리류,179,670,13,-,-,28,467
3848,핫도그,빵류,기타 빵류,140,389,18,-,-,6,559
3849,할라피뇨 치즈 핫도그,빵류,기타 빵류,155,406,19,-,-,7,826
3850,블랙페퍼 치즈 핫도그,빵류,기타 빵류,150,409,21,-,-,5,750
3851,레몬에이드,음료 및 차류,탄산음료류,456,225,0,-,-,55,7.7
3852,블루큐라소 레몬에이드,음료 및 차류,탄산음료류,456,227,0.3,-,-,43,2.1
3853,스트로베리 레몬에이드,음료 및 차류,탄산음료류,456,181,0,-,-,40,2.4
3854,키위바나나 레몬에이드,음료 및 차류,탄산음료류,456,230,0,-,-,43,2.4
3855,자몽 레몬에이드,음료 및 차류,탄산음료류,456,192,0.4,-,-,47,5
3856,청포도 레몬에이드,음료 및 차류,탄산음료류,456,175,0.7,-,-,46,4
3857,유자에이드,음료 및 차류,탄산음료류,456,304,0,-,-,54,4
3858,애플유자에이드,음료 및 차류,탄산음료류,456,319,4.5,-,-,68,-
3859,피치유자에이드,음료 및 차류,탄산음료류,456,365,0,-,-,79,4
3860,카푸치노,음료 및 차류,커피류,355,163,9,-,-,11,86
3861,카페라떼,음료 및 차류,커피류,355,180,10,-,-,12,95
3862,아이스카페라떼,음료 및 차류,커피류,456,177,10,-,-,10,119
3863,바닐라라떼,음료 및 차류,커피류,355,201,8,-,-,19,141
3864,아이스바닐라라떼,음료 및 차류,커피류,456,226,8,-,-,23,158
3865,카라멜라떼,음료 및 차류,커피류,355,263,10,-,-,22,160
3866,아이스카라멜라떼,음료 및 차류,커피류,456,262,8,-,-,22,154
3867,카페모카,음료 및 차류,커피류,355,281,10,-,-,36,116
3868,아이스카페모카,음료 및 차류,커피류,456,268,9,-,-,24,106
3869,녹차라떼,음료 및 차류,차류,355,313,10,-,-,41,124
3870,아이스녹차라떼,음료 및 차류,차류,456,336,9,-,-,49,108
3871,핫초코,음료 및 차류,기타 음료류,355,343,14,-,-,35,129
3872,아이스초코,음료 및 차류,기타 음료류,456,325,11,-,-,32,117
3873,벚꽃레몬에이드,음료 및 차류,탄산음료류,456,19,0,-,-,47,4
3874,패션후르츠 레몬에이드,음료 및 차류,탄산음료류,456,210,0,-,-,45,20
3875,마일드 민트 레몬에이드,음료 및 차류,탄산음료류,456,187,0,-,-,45,8
3876,체다치즈 딥,기타,기타,30,65,2,-,-,2,222
3877,크림치즈 딥,기타,기타,28,100,2,-,-,1,105
3878,핫살사 치즈 딥,기타,기타,30,53,2,-,-,1,241
3879,핫 토마토 딥,기타,기타,30,23,1,-,-,3,374
3880,아메리카노,음료 및 차류,커피류,100,2.46,0.12,0.05,0.38,0,-
3881,카페라떼,음료 및 차류,커피류,100,17.6,1.07,0.63,1.92,0.74,24.9
3882,카푸치노,음료 및 차류,커피류,100,22.9,1.34,0.86,2.46,1.21,31.5
3883,카라멜마끼아또,음료 및 차류,커피류,100,40.1,2.02,0.88,6.03,5.78,24.3
3884,바닐라 라떼,음료 및 차류,커피류,100,40.7,1.29,1.52,5.46,3.76,32.4
3885,카페모카,음료 및 차류,커피류,100,38.9,0.86,1.11,6.37,4.76,30.8
3886,헤이즐넛 아메리카노,음료 및 차류,커피류,100,1.98,0.17,0.01,0.31,0,1.14
3887,헤이즐넛 라떼,음료 및 차류,커피류,100,21,1.17,1.06,1.72,1.35,11.6
3888,더치 아메리카노,음료 및 차류,커피류,100,2.84,0.18,0.01,0.51,0,-
3889,더치 라떼,음료 및 차류,커피류,100,20.6,1.01,0.88,2.16,1.37,10.7
3890,초코라떼,음료 및 차류,기타 음료류,100,65.2,1.46,1.79,10.8,9.6,42.8
3891,녹차라떼,음료 및 차류,차류,100,57.4,1.59,1.4,9.61,8.75,23.3
3892,오곡라떼,음료 및 차류,기타 음료류,100,65.1,1.65,2.15,9.79,6.59,18.1
3893,민트크림초코,음료 및 차류,기타 음료류,100,66.5,1.25,2.17,10.5,7.5,30.8
3894,고구마라떼,음료 및 차류,기타 음료류,100,73.7,1.24,1.68,13.4,7.3,29.6
3895,홍차라떼,음료 및 차류,기타 음료류,100,61,1.65,1.83,9.47,8.9,16
3896,폭탄초코,음료 및 차류,기타 음료류,100,77.7,1.51,3.21,10.7,10.3,34.5
3897,딸기라떼,음료 및 차류,기타 음료류,100,64.8,1.36,2.21,9.87,9.72,13.8
3898,플레인요거트,음료 및 차류,스무디류,100,62.1,2.16,0.7,13.2,12.7,34.2
3899,딸기요거트,음료 및 차류,스무디류,100,75.1,1.73,0.55,15.8,15.6,32.6
3900,녹차프라페,음료 및 차류,스무디류,100,71.1,1.55,1.74,12.3,10.6,18.8
3901,폭탄프라페,음료 및 차류,스무디류,100,110,1.07,5.53,14,13.6,31.3
3902,쿠키프라페,음료 및 차류,스무디류,100,104,1.53,4.55,14.3,8.04,69.7
3903,민트프라페,음료 및 차류,스무디류,100,90.5,0.97,4.74,11,9.15,22.4
3904,딸기스무디,음료 및 차류,스무디류,100,64.7,0.66,1.47,12.2,9.96,14.4
3905,망고스무디,음료 및 차류,스무디류,100,58.1,0.75,0.7,12.2,11.8,15.4
3906,망고요거트,음료 및 차류,스무디류,100,71.7,1.55,0.7,14.8,13,21.6
3907,모카프라페,음료 및 차류,스무디류,100,97.1,1.49,4.75,12.1,11.8,26.3
3908,레몬에이드,음료 및 차류,탄산음료류,100,40.3,0.07,0.08,9.83,9.73,1.13
3909,블루레몬에이드,음료 및 차류,탄산음료류,100,45.3,0.06,0.07,11.1,10.7,1.48
3910,자몽에이드,음료 및 차류,탄산음료류,100,37.8,0.35,0.06,8.96,8.05,1.73
3911,유자레이드,음료 및 차류,탄산음료류,100,51.4,0.25,0.09,12.4,12.2,3.05
3912,체리콕,음료 및 차류,탄산음료류,100,56.1,0.01,0.05,13.9,13.8,1.31
3913,라임에이드,음료 및 차류,탄산음료류,100,42.1,0.02,0.05,10.4,9.51,-
3914,폭탄에이드,음료 및 차류,탄산음료류,100,43.8,0.11,0.06,10.7,9.07,1.42
3915,청포도에이드,음료 및 차류,탄산음료류,100,52.5,0.01,0.18,12.7,11.6,1.13
3916,깔라만시에이드,음료 및 차류,탄산음료류,100,48.2,0.05,0.01,12,11,16.3
3917,아이스티,음료 및 차류,차류,100,50.6,0.06,0.08,12.4,12.1,-
3918,레몬티,음료 및 차류,차류,100,46.5,0.52,0.05,11,10.4,2.52
3919,유자티,음료 및 차류,차류,100,56,0.13,0.07,13.7,13.2,2.86
3920,꿀자몽티,음료 및 차류,차류,100,58.4,0.13,0.07,14.3,13.7,13
3921,딸기바나나,음료 및 차류,과일.채소음료류,100,59.1,1.01,1.05,11.4,10.9,12
3922,망고바나나,음료 및 차류,과일.채소음료류,100,67,1.06,0.93,13.6,13,9.87
3923,초코바나나,음료 및 차류,과일.채소음료류,100,62.9,1.45,1.28,11.4,10,16.9
3924,망고주스,음료 및 차류,과일.채소음료류,100,29.4,0.09,0.35,6.46,6.1,4.92
3925,연유 카페라떼 HOT,음료 및 차류,커피류,370,330,9,-,-,33,147
3926,연유 카페라떼 ICED,음료 및 차류,커피류,400,280,6,-,-,29,107
3927,연유 콜드브루,음료 및 차류,커피류,370,282,6,-,-,29,107
3928,흑당 라떼,음료 및 차류,기타 음료류,370,243,5,-,-,41,85
3929,(EX)흑당 라떼,음료 및 차류,기타 음료류,630,388,8,-,-,65,140
3930,흑당 콜드브루,음료 및 차류,커피류,370,248,5,-,-,41,85
3931,(EX)흑당 콜드브루,음료 및 차류,커피류,630,397,9,-,-,65,140
3932,버블 흑당 라떼,음료 및 차류,기타 음료류,370,266,4,-,-,39,79
3933,(EX)버블 흑당 라떼,음료 및 차류,기타 음료류,630,430,8,-,-,64,149
3934,버블 흑당 콜드브루,음료 및 차류,커피류,370,271,5,-,-,39,79
3935,(EX)버블 흑당 콜드브루,음료 및 차류,커피류,630,439,9,-,-,64,149
3936,이디야 콤부차 복숭아망고,음료 및 차류,차류,370,128,0,-,-,29,20
3937,이디야 콤부차 청포도레몬,음료 및 차류,차류,370,120,0,-,-,26,4
3938,이디야 사과주스,음료 및 차류,과일.채소음료류,370,115,0,-,-,26,11
3939,버블 크림 밀크티,음료 및 차류,차류,370,315,6,-,-,33,111
3940,버블 베리 밀크티,음료 및 차류,차류,370,299,6,-,-,31,110
3941,버블 밀크티 쉐이크,음료 및 차류,스무디류,400,649,30,-,-,52,158
3942,버블 베리 쉐이크,음료 및 차류,스무디류,400,633,30,-,-,50,157
3943,라이언 망고후르츠,음료 및 차류,차류,370,290,0,-,-,59,58
3944,어피치 애플허니,음료 및 차류,차류,370,255,0,-,-,60,15
3945,콜드브루 아메리카노,음료 및 차류,커피류,370,6,0,-,-,0,-
3946,아포가토 오리지널,음료 및 차류,커피류,370,166,4,-,-,16,35
3947,아포가토 콜드브루 바닐라 모카,음료 및 차류,커피류,370,228,4,-,-,29,40
3948,(EX) 선셋 펀치,음료 및 차류,차류,630,168,0,-,-,38,12
3949,선셋 펀치,음료 및 차류,차류,370,112,0,-,-,26,8
3950,선라이즈 펀치,음료 및 차류,차류,370,140,0,-,-,28,3
3951,(EX) 선라이즈 펀치,음료 및 차류,차류,630,209,0,-,-,41,4
3952,오션 펀치,음료 및 차류,차류,370,122,0,-,-,30,5
3953,(EX) 오션 펀치,음료 및 차류,차류,630,183,0,-,-,44,8
3954,(EX) ICED 석류애플라임,음료 및 차류,차류,630,312,0,-,-,63,15
3955,자몽네이블오렌지,음료 및 차류,차류,370,136,0,-,-,30,10
3956,유자피나콜라다,음료 및 차류,차류,370,104,0,-,-,25,5
3957,석류애플라임,음료 및 차류,차류,370,136,0,-,-,32,10
3958,(EX)ICED 자몽네이블 오렌지,음료 및 차류,차류,630,322,1,-,-,72,4
3959,(EX)ICED 유자피나콜라다,음료 및 차류,차류,630,290,1,-,-,67,2
3960,꿀복숭아 플랫치노,음료 및 차류,스무디류,400,225,0,-,-,49,9
3961,콜드브루 라떼,음료 및 차류,커피류,370,128,6,-,-,9,95
3962,콜드브루 화이트 비엔나,음료 및 차류,커피류,370,289,7,-,-,33,137
3963,니트로커피,음료 및 차류,커피류,370,12,1,-,-,0,-
3964,ICED 브라우니 쇼콜라,음료 및 차류,기타 음료류,400,503,9,-,-,42,262
3965,HOT 브라우니 쇼콜라,음료 및 차류,기타 음료류,370,503,9,-,-,42,299
3966,제주청귤 오리지널,음료 및 차류,차류,370,218,0,-,-,51,4
3967,제주청귤 블라썸,음료 및 차류,차류,370,202,1,-,-,46,5
3968,석류 오리지널,음료 및 차류,차류,370,176,0,-,-,31,10
3969,석류 애플라임,음료 및 차류,차류,370,186,0,-,-,32,12
3970,HOT 레몬 스윗플럼,음료 및 차류,차류,370,229,1,-,-,45,10
3971,자몽 네이블 오렌지,음료 및 차류,차류,370,196,0,-,-,43,6
3972,HOT 유자 피나콜라다,음료 및 차류,차류,370,197,0,-,-,43,3
3973,HOT 에스프레소,음료 및 차류,커피류,370,8,1,-,-,0,-
3974,HOT 에스프레소 마끼아또,음료 및 차류,커피류,370,14,1,-,-,0,5
3975,HOT 에스프레소 콘파냐,음료 및 차류,커피류,370,47,1,-,-,2,8
3976,ICED 카페 아메리카노,음료 및 차류,커피류,400,8,1,-,-,0,-
3977,HOT 카페 아메리카노,음료 및 차류,커피류,370,8,1,-,-,0,-
3978,(EX)ICED 카페 아메리카노,음료 및 차류,커피류,630,16,1,-,-,0,1
3979,(EX)HOT 카페 아메리카노,음료 및 차류,커피류,630,16,1,-,-,0,1
3980,ICED 카페 라떼,음료 및 차류,커피류,400,108,5,-,-,7,80
3981,(EX)ICED 카페 라떼,음료 및 차류,커피류,630,184,9,-,-,12,136
3982,HOT 카페 라떼,음료 및 차류,커피류,370,164,8,-,-,11,125
3983,(EX)HOT 카페 라떼,음료 및 차류,커피류,630,321,16,-,-,22,246
3984,ICED 카푸치노,음료 및 차류,커피류,400,124,6,-,-,8,91
3985,HOT 카푸치노,음료 및 차류,커피류,370,136,7,-,-,9,101
3986,ICED 카페 모카,음료 및 차류,커피류,400,294,6,-,-,24,100
3987,HOT 카페 모카,음료 및 차류,커피류,370,322,8,-,-,26,133
3988,(EX)ICED 카페 모카,음료 및 차류,커피류,630,417,10,-,-,38,147
3989,(EX)HOT 카페 모카,음료 및 차류,커피류,630,542,16,-,-,47,247
3990,ICED 카라멜 마끼아또,음료 및 차류,커피류,400,167,5,-,-,20,123
3991,HOT 카라멜 마끼아또,음료 및 차류,커피류,370,217,8,-,-,24,163
3992,(EX)ICED 카라멜 마끼아또,음료 및 차류,커피류,630,275,8,-,-,35,165
3993,(EX)HOT 카라멜 마끼아또,음료 및 차류,커피류,630,412,15,-,-,45,275
3994,ICED 바닐라 라떼,음료 및 차류,커피류,400,168,6,-,-,15,79
3995,HOT 바닐라 라떼,음료 및 차류,커피류,370,218,8,-,-,18,119
3996,(EX)ICED 바닐라 라떼,음료 및 차류,커피류,630,298,10,-,-,26,127
3997,(EX)HOT 바닐라 라떼,음료 및 차류,커피류,630,435,17,-,-,36,237
3998,ICED 화이트 초콜릿 모카,음료 및 차류,커피류,400,310,5,-,-,29,122
3999,HOT 화이트 초콜릿 모카,음료 및 차류,커피류,370,346,8,-,-,32,163
4000,ICED 민트모카,음료 및 차류,커피류,400,335,6,-,-,28,119
4001,HOT 민트 모카,음료 및 차류,커피류,370,360,8,-,-,30,150
4002,ICED 초콜릿,음료 및 차류,기타 음료류,400,321,6,-,-,26,143
4003,HOT 초콜릿,음료 및 차류,기타 음료류,370,346,8,-,-,30,152
4004,(EX)ICED 초콜릿,음료 및 차류,기타 음료류,630,459,11,-,-,44,185
4005,(EX)HOT 초콜릿,음료 및 차류,기타 음료류,630,564,17,-,-,52,281
4006,ICED 화이트 초콜릿,음료 및 차류,기타 음료류,400,321,5,-,-,31,137
4007,HOT 화이트 초콜릿,음료 및 차류,기타 음료류,370,345,7,-,-,33,168
4008,ICED 녹차 라떼,음료 및 차류,차류,400,188,6,-,-,24,87
4009,HOT 녹차 라떼,음료 및 차류,차류,370,238,8,-,-,28,127
4010,(EX)IXED 녹차 라떼,음료 및 차류,차류,630,341,10,-,-,45,148
4011,(EX)HOT 녹차 라떼,음료 및 차류,차류,630,466,16,-,-,54,248
4012,ICED 민트 초콜릿,음료 및 차류,기타 음료류,400,346,7,-,-,29,133
4013,HOT 민트 초콜릿,음료 및 차류,기타 음료류,370,371,9,-,-,32,164
4014,ICED 이곡 라떼,음료 및 차류,기타 음료류,400,235,9,-,-,24,92
4015,HOT 이곡 라떼,음료 및 차류,기타 음료류,370,279,11,-,-,28,127
4016,ICED 토피 넛 라떼,음료 및 차류,기타 음료류,400,254,6,-,-,21,173
4017,HOT 토피 넛 라떼,음료 및 차류,기타 음료류,370,308,8,-,-,25,215
4018,(EX)IXCED 토피 넛 라떼,음료 및 차류,기타 음료류,630,398,10,-,-,32,274
4019,(EX)HOT 토피 넛 라떼,음료 및 차류,기타 음료류,630,523,16,-,-,41,374
4020,ICED 고구마 라떼,음료 및 차류,기타 음료류,400,425,7,-,-,34,103
4021,HOT 고구마 라떼,음료 및 차류,기타 음료류,370,325,7,-,-,34,103
4022,홍시주스,음료 및 차류,과일.채소음료류,400,238,1,-,-,57,27
4023,골드키위주스,음료 및 차류,과일.채소음료류,400,241,1,-,-,56,23
4024,딸기주스,음료 및 차류,과일.채소음료류,400,260,2,-,-,59,4
4025,아이스티 복숭아,음료 및 차류,차류,400,185,0,-,-,44,9
4026,(EX)아이스티 복숭아,음료 및 차류,차류,630,370,0,-,-,87,18
4027,아이스티 레몬,음료 및 차류,차류,400,178,0,-,-,43,16
4028,(EX)아이스티 레몬,음료 및 차류,차류,630,356,0,-,-,86,32
4029,ICED 어린잎 녹차(작설차),음료 및 차류,차류,400,0,0,-,-,0,-
4030,HOT 어린잎 녹차(작설차),음료 및 차류,차류,370,0,0,-,-,0,-
4031,ICED 얼그레이 홍차(블랙티),음료 및 차류,차류,400,0,0,-,-,0,-
4032,HOT 얼그레이 홍차(블랙티),음료 및 차류,차류,370,0,0,-,-,0,-
4033,ICED 로즈 자스민 티,음료 및 차류,차류,400,0,0,-,-,0,-
4034,HOT 로즈자스민티,음료 및 차류,차류,370,0,0,-,-,0,-
4035,ICED 캐모마일레드티,음료 및 차류,차류,400,0,0,-,-,0,-
4036,HOT 캐모마일레드티,음료 및 차류,차류,370,0,0,-,-,0,-
4037,ICED 페퍼민트티,음료 및 차류,차류,400,0,0,-,-,0,-
4038,HOT 페퍼민트티,음료 및 차류,차류,370,0,0,-,-,0,-
4039,ICED 밀크티,음료 및 차류,차류,400,138,5,-,-,14,91
4040,HOT 밀크티,음료 및 차류,차류,370,173,7,-,-,17,118
4041,유자차,음료 및 차류,차류,370,187,0,-,-,42,2
4042,레몬차,음료 및 차류,차류,370,218,0,-,-,44,1
4043,자몽차,음료 및 차류,차류,370,186,0,-,-,42,2
4044,커피 플랫치노,음료 및 차류,스무디류,400,181,2,-,-,26,116
4045,망고 플랫치노,음료 및 차류,스무디류,400,256,0,-,-,59,16
4046,모카 플랫치노,음료 및 차류,스무디류,400,220,2,-,-,32,121
4047,카라멜 플랫치노,음료 및 차류,스무디류,400,358,2,-,-,41,189
4048,자몽 플랫치노,음료 및 차류,스무디류,400,150,1,-,-,35,13
4049,그린 애플 플랫치노,음료 및 차류,스무디류,400,223,0,-,-,49,27
4050,녹차 플랫치노,음료 및 차류,스무디류,400,287,4,-,-,28,84
4051,초코렛 칩 플랫치노,음료 및 차류,스무디류,400,410,7,-,-,43,141
4052,민트 초코렛 칩 플랫치노,음료 및 차류,스무디류,400,497,6,-,-,51,118
4053,플레인 요거트 플랫치노,음료 및 차류,스무디류,400,227,7,-,-,31,78
4054,블루베리 요거트 플랫치노,음료 및 차류,스무디류,400,298,7,-,-,46,82
4055,딸기 요거트 플랫치노,음료 및 차류,스무디류,400,322,7,-,-,53,84
4056,오리진 쉐이크,음료 및 차류,스무디류,400,535,8,-,-,42,208
4057,초코 쿠키쉐이크,음료 및 차류,스무디류,400,613,9,-,-,46,304
4058,딸기 쉐이크,음료 및 차류,스무디류,400,650,9,-,-,64,215
4059,(EX) 레몬에이드,음료 및 차류,탄산음료류,630,188,0,-,-,44,8
4060,레몬에이드,음료 및 차류,탄산음료류,400,117,0,-,-,27,5
4061,자몽에이드,음료 및 차류,탄산음료류,400,124,1,-,-,29,13
4062,(EX) 자몽에이드,음료 및 차류,탄산음료류,630,199,1,-,-,46,19
4063,청포도에이드,음료 및 차류,탄산음료류,400,131,0,-,-,30,3
4064,(EX) 청포도에이드,음료 및 차류,탄산음료류,630,197,0,-,-,45,5
4065,라임에이드,음료 및 차류,탄산음료류,400,134,0,-,-,29,2
4066,(EX) 라임에이드,음료 및 차류,탄산음료류,630,201,0,-,-,44,3
4067,흑당 밀크티 빙수,아이스크림류,빙수류,554,812,11,-,-,101,283
4068,딸기 치즈 빙수,아이스크림류,빙수류,554,890,13,-,-,103,206
4069,아포가토 스트로베리 쿠키,과자류,쿠키.비스킷류,190,407,6,-,-,45,243
4070,눈꽃 팥빙수,아이스크림류,빙수류,545,956,21,-,-,135,372
4071,눈꽃 애플망고빙수,아이스크림류,빙수류,632,632,9,-,-,120,116
4072,눈꽃 초코빙수,아이스크림류,빙수류,403,655,6,-,-,63,85
4073,라이언 미니케이크,빵류,케이크류,50,185,3,-,-,9,70
4074,어피치 미니케이크,빵류,케이크류,60,170,3,-,-,11,37
4075,튜브 미니케이크,빵류,케이크류,55,155,3,-,-,10,40
4076,크루아상,빵류,페이스트리류,60,260,4,-,-,3,190
4077,갈릭 치즈 브레드,빵류,기타 빵류,250,682,18,-,-,19,1228
4078,떠먹는 티라미수,빵류,케이크류,150,395,4,-,-,32,105
4079,떠먹는 롤케이크(플레인),빵류,케이크류,55,185,3,-,-,9,40
4080,떠먹는 롤케익(초코),빵류,케이크류,55,180,4,-,-,11,40
4081,이디야키즈 유기농 곡물바 딸기,과자류,기타 과자류,25,135,2,-,-,4,30
4082,미니 코코 크런치,과자류,기타 과자류,100,490,7,-,-,11,140
4083,크리미초코 감자쿠키,과자류,쿠키.비스킷류,72,360,5,-,-,20,290
4084,크리미치즈 그레인쿠키,과자류,쿠키.비스킷류,100,557,9,-,-,24,240
4085,데블스 초코 케이크,빵류,케이크류,80,315,4,-,-,24,122
4086,초코 티라미수,빵류,케이크류,80,245,4,-,-,12,90
