NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
3517,카페라떼 (ice)L,음료 및 차류,커피류,454,112.7,5.4,-,-,5.1,66.8
3518,카페라떼 (hot)L,음료 및 차류,커피류,397,187.5,8.4,-,-,7.6,107.7
3519,딥모카 카페라떼 (ice)L,음료 및 차류,커피류,454,359.7,7.9,-,-,23.3,234.1
3520,딥모카 카페라떼 (hot)L,음료 및 차류,커피류,397,453.9,10.5,-,-,28.1,319.5
3521,딥바닐라 카페라떼 (ice)L,음료 및 차류,커피류,454,215.8,6.2,-,-,22.8,71.9
3522,딥바닐라 카페라떼 (hot)L,음료 및 차류,커피류,397,347.1,10.9,-,-,34.6,128.7
3523,더블 그린 카페라떼 (ice)L,음료 및 차류,커피류,454,212,4.5,-,-,15.2,188.3
3524,더블 그린 카페라떼 (hot)L,음료 및 차류,커피류,397,324.4,8.9,-,-,20.5,261.3
3525,밀크폼,기타,기타,30,93.3,0.7,-,-,2.7,135.5
3526,펄,기타,기타,60,98.6,0.1,-,-,6.1,8
3527,코코넛,기타,기타,40,48,0,-,-,11.4,0.7
3528,알로에,기타,기타,40,26.2,0,-,-,6.4,1.8
3529,화이트펄,기타,기타,40,37,0,-,-,9.1,5.1
3530,과당시럽,기타,기타,10,32.4,0,-,-,7.6,-
3531,망고쥬얼리,기타,기타,42,50.4,0.1,-,-,0,-
3532,딸기쥬얼리,기타,기타,42,57.5,0.1,-,-,0,-
3533,치즈폼,기타,기타,33,97.9,0.7,-,-,3.6,133.1
3534,해바라기초코볼,기타,기타,6,32.3,0.7,-,-,2.6,4.1
3535,나이트로 바닐라 크림,음료 및 차류,커피류,355,75,1,-,-,10,20
3536,나이트로 쇼콜라 클라우드,음료 및 차류,커피류,355,55,1,-,-,7,20
3537,나이트로 콜드 브루,음료 및 차류,커피류,355,5,0,-,-,0,5
3538,돌체 콜드 브루,음료 및 차류,커피류,355,265,8,-,-,29,115
3539,바닐라 크림 콜드 브루,음료 및 차류,커피류,355,125,3,-,-,11,58
3540,콜드 브루,음료 및 차류,커피류,355,5,0,-,-,0,11
3541,콜드 브루 몰트,음료 및 차류,커피류,355,510,10,-,-,40,147.8
3542,콜드 브루 플로트,음료 및 차류,커피류,355,230,3,-,-,18,69
3543,콜드 폼 콜드 브루,음료 및 차류,커피류,355,105,5,-,-,20,175
3544,아이스 커피,음료 및 차류,커피류,355,5,0,-,-,0,10
3545,오늘의 커피,음료 및 차류,커피류,355,5,0,-,-,0,10
3546,단호박 라떼 위드 샷,음료 및 차류,커피류,355,355,10,-,-,40,180
3547,블랙 글레이즈드 라떼,음료 및 차류,커피류,355,410,11,-,-,36,240
3548,아이스 단호박 라떼 위드 샷,음료 및 차류,커피류,355,265,6,-,-,33,110
3549,아이스 블랙 글레이즈드 라떼,음료 및 차류,커피류,355,320,7,-,-,29,160
3550,에스프레소 콘 파나,음료 및 차류,커피류,22,30,0,-,-,1,-
3551,에스프레소 마키아또,음료 및 차류,커피류,22,10,1,-,-,0,-
3552,아이스 카페 아메리카노,음료 및 차류,커피류,355,10,1,-,-,0,5
3553,카페 아메리카노,음료 및 차류,커피류,355,10,1,-,-,0,5
3554,아이스 카라멜 마키아또,음료 및 차류,커피류,355,190,7,-,-,22,95
3555,카라멜 마키아또,음료 및 차류,커피류,355,200,8,-,-,22,100
3556,아이스 카푸치노,음료 및 차류,커피류,355,115,6,-,-,9,90
3557,카푸치노,음료 및 차류,커피류,355,110,6,-,-,8,70
3558,라벤더 카페 브레베,음료 및 차류,커피류,355,406,7,-,-,30,140
3559,럼 샷 코르타도,음료 및 차류,커피류,237,70,3,-,-,8,45
3560,스타벅스 돌체 라떼,음료 및 차류,커피류,355,255,12,-,-,39,190
3561,아이스 라벤더 카페 브레베,음료 및 차류,커피류,355,335,6,-,-,27,110
3562,아이스 스타벅스 돌체 라떼,음료 및 차류,커피류,355,230,10,-,-,35,145
3563,아이스 카페 라떼,음료 및 차류,커피류,355,110,6,-,-,8,75
3564,카페 라떼,음료 및 차류,커피류,355,180,10,-,-,13,115
3565,아이스 카페 모카,음료 및 차류,커피류,355,250,7,-,-,21,70
3566,아이스 화이트 초콜릿 모카,음료 및 차류,커피류,355,350,8,-,-,41,150
3567,카페 모카,음료 및 차류,커피류,355,290,10,-,-,25,105
3568,화이트 초콜릿 모카,음료 및 차류,커피류,355,390,12,-,-,45,190
3569,리스트레토 비안코,음료 및 차류,커피류,355,190,10,-,-,14,143
3570,바닐라 스타벅스 더블 샷,음료 및 차류,커피류,207,125,2,-,-,14,30
3571,블론드 리스트레토 마키아또,음료 및 차류,커피류,355,265,9,-,-,33,140
3572,블론드 에스프레소 토닉,음료 및 차류,커피류,355,80,1,-,-,17,30
3573,아이스 블론드 리스트레토 마키아또,음료 및 차류,커피류,355,215,6,-,-,28,95
3574,에스프레소,음료 및 차류,커피류,22,5,0,-,-,0,-
3575,카라멜 스타벅스 더블 샷,음료 및 차류,커피류,207,125,3,-,-,14,28.5
3576,커피 스타벅스 더블 샷,음료 및 차류,커피류,207,125,3,-,-,14,28.5
3577,클래식 아포가토,음료 및 차류,커피류,355,225,3,-,-,18,70
3578,헤이즐넛 스타벅스 더블 샷,음료 및 차류,커피류,355,125,3,-,-,14,28.5
3579,모카 프라푸치노,음료 및 차류,스무디류,355,280,5,-,-,36,180
3580,에스프레소 프라푸치노,음료 및 차류,스무디류,355,140,3,-,-,22,125
3581,이천 햅쌀 커피 프라푸치노,음료 및 차류,스무디류,355,270,5,-,-,41,200
3582,자바 칩 프라푸치노,음료 및 차류,스무디류,355,340,6,-,-,42,180
3583,카라멜 프라푸치노,음료 및 차류,스무디류,355,300,4,-,-,39,190
3584,화이트 초콜릿 모카 프라푸치노,음료 및 차류,스무디류,355,320,5,-,-,43,210
3585,그린 티 크림 프라푸치노,음료 및 차류,스무디류,355,290,5,-,-,42,175
3586,바닐라 크림 프라푸치노,음료 및 차류,스무디류,355,310,9,-,-,38,241
3587,이천 햅쌀 크림 프라푸치노,음료 및 차류,스무디류,355,240,5,-,-,33,200
3588,제주 까망 크림 프라푸치노,음료 및 차류,스무디류,355,600,9,-,-,79,330
3589,제주 말차샷 크림 프라푸치노,음료 및 차류,스무디류,355,265,6,-,-,43,180.4
3590,제주 쑥떡 크림 프라푸치노,음료 및 차류,스무디류,355,460,8,-,-,57,250
3591,초콜릿 크림 칩 프라푸치노,음료 및 차류,스무디류,355,370,11,-,-,44,266
3592,초콜릿 크림 프라푸치노,음료 및 차류,스무디류,355,325,10,-,-,39,240
3593,화이트 딸기 크림 프라푸치노,음료 및 차류,스무디류,355,360,4,-,-,54,170
3594,화이트 타이거 프라푸치노,음료 및 차류,스무디류,355,410,5,-,-,57,220
3595,망고 패션 후르츠 블렌디드,음료 및 차류,스무디류,355,120,1,-,-,25,70
3596,디카페인 아포가토 블렌디드,음료 및 차류,스무디류,355,495,10,-,-,46,290
3597,딸기 요거트 블렌디드,음료 및 차류,스무디류,355,250,8,-,-,48,128.4
3598,망고 바나나 블렌디드,음료 및 차류,스무디류,355,270,4,-,-,48,110
3599,익스트림 티 블렌디드,음료 및 차류,스무디류,355,200,0,-,-,45,5
3600,자몽 셔벗 블렌디드,음료 및 차류,스무디류,355,225,1,-,-,51,15
3601,매직 팝 스플래쉬 피지오,음료 및 차류,탄산음료류,355,320,1,-,-,60,10
3602,블랙 티 레모네이드 피지오,음료 및 차류,탄산음료류,355,65,0,-,-,17,0.2
3603,쿨 라임 피지오,음료 및 차류,탄산음료류,355,100,0,-,-,25,-
3604,패션 탱고 티 레모네이드 피지오,음료 및 차류,탄산음료류,355,65,0,-,-,17,0.2
3605,핑크 자몽 피지오,음료 및 차류,탄산음료류,355,185,1,-,-,43,20
3606,아이스 제주 유자 탱고 티,음료 및 차류,차류,355,125,0,-,-,28,15
3607,제주 유자 탱고 티,음료 및 차류,차류,355,205,0,-,-,48,30
3608,그랜마 애플 블랙 티,음료 및 차류,차류,355,200,1,-,-,30,5
3609,라임 패션 티,음료 및 차류,차류,355,140,0,-,-,35,25
3610,민트 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3611,아이스 그랜마 애플 블랙 티,음료 및 차류,차류,355,230,1,-,-,38,5
3612,아이스 라임 패션 티,음료 및 차류,차류,355,90,0,-,-,22,15
3613,아이스 민트 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3614,아이스 얼 그레이 티,음료 및 차류,차류,355,0,0,-,-,0,-
3615,아이스 유스베리 티,음료 및 차류,차류,355,0,0,-,-,0,-
3616,아이스 잉글리쉬 브렉퍼스트 티,음료 및 차류,차류,355,0,0,-,-,0,-
3617,아이스 제주 유기 녹차,음료 및 차류,차류,355,0,0,-,-,0,-
3618,아이스 차이 티,음료 및 차류,차류,355,0,0,-,-,0,-
3619,아이스 캐모마일 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3620,아이스 히비스커스 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3621,얼 그레이 티,음료 및 차류,차류,355,0,0,-,-,0,-
3622,유스베리 티,음료 및 차류,차류,355,0,0,-,-,0,-
3623,잉글리쉬 브렉퍼스트 티,음료 및 차류,차류,355,0,0,-,-,0,-
3624,자몽 허니 블랙 티,음료 및 차류,차류,355,125,0,-,-,30,4.2
3625,제주 유기 녹차,음료 및 차류,차류,355,0,0,-,-,0,-
3626,차이 티,음료 및 차류,차류,355,0,0,-,-,0,-
3627,캐모마일 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3628,히비스커스 블렌드 티,음료 및 차류,차류,355,0,0,-,-,0,-
3629,가드닝 블랙 티,음료 및 차류,차류,355,140,0,-,-,29,1.7
3630,가드닝 캐모마일 티,음료 및 차류,차류,355,130,0,-,-,30,2.3
3631,썸머 시트러스 소르베 그린 티,음료 및 차류,차류,355,255,1,-,-,57,5
3632,썸머 시트러스 아이스 그린 티,음료 및 차류,차류,355,185,0,-,-,41,5
3633,아이스 자몽 허니 블랙 티,음료 및 차류,차류,355,125,0,-,-,30,4.3
3634,토마토 라임 그린 티,음료 및 차류,차류,355,150,1,-,-,31,-
3635,그린 티 라떼,음료 및 차류,차류,355,260,10,-,-,29,170
3636,아이스 그린 티 라떼,음료 및 차류,차류,355,200,7,-,-,24,120
3637,아이스 얼 그레이 티 라떼,음료 및 차류,차류,355,60,2,-,-,13,30
3638,아이스 제주 말차샷 라떼,음료 및 차류,차류,355,185,7,-,-,22,110
3639,아이스 차이 티 라떼,음료 및 차류,차류,355,190,5,-,-,31,70
3640,얼그레이 티 라떼,음료 및 차류,차류,355,100,5,-,-,19,100
3641,제주 말차샷 라떼,음료 및 차류,차류,355,250,10,-,-,27,160
3642,차이 티 라떼,음료 및 차류,차류,355,200,6,-,-,31,70
3643,아이스 제주 노랑 고구마 라떼,음료 및 차류,차류,355,410,16,-,-,46,140
3644,제주 노랑 고구마 라떼,음료 및 차류,기타 음료류,355,365,16,-,-,46,160
3645,시그니처 핫 초콜릿,음료 및 차류,기타 음료류,355,435,12,-,-,37,114
3646,아이스 시그니처 초콜릿,음료 및 차류,기타 음료류,355,435,12,-,-,37,114
3647,부산 레드 온더 비치,음료 및 차류,과일.채소음료류,355,175,0,-,-,28,-
3648,스팀 우유,음료 및 차류,우유.유제품류,355,215,13,-,-,18,173
3649,아이스 라임 플로터,음료 및 차류,기타 음료류,355,110,0.3,-,-,27,6.5
3650,아이스 오렌지 플로터,음료 및 차류,기타 음료류,355,100,0.6,-,-,22,7
3651,아이스 와일드 베리 플로터,음료 및 차류,기타 음료류,355,130,1,-,-,28,9
3652,아이스 제주 까망 라떼,음료 및 차류,기타 음료류,355,225,8,-,-,13,130
3653,우유,음료 및 차류,우유.유제품류,355,240,12,-,-,18,200
3654,제주 까망 라떼,음료 및 차류,기타 음료류,355,225,10,-,-,18,170
3655,제주 쑥쑥 라떼,음료 및 차류,차류,355,425,16,-,-,50,210
3656,매콤 소시지 불고기 베이크,빵류,샌드위치류,100,246,10,-,-,6,533
3657,소시지 불고기 베이크,빵류,샌드위치류,100,250,10,-,-,6,531
3658,쫄깃 레드빈 브레드,빵류,앙금빵류,155,440,10,-,-,29,540
3659,치킨 그랩 브레드,빵류,기타 빵류,130,298,17,-,-,12,679
3660,녹차 머핀,빵류,케이크류,85,216,5,-,-,7,508
3661,다크 초콜릿 칩 머핀,빵류,케이크류,108,510,5,-,-,37,490
3662,상큼한 블루베리 머핀,빵류,케이크류,113,450,5,-,-,38,520
3663,제주 감귤 머핀,빵류,케이크류,85,191,6,-,-,5,396
3664,고소한 치즈 베이글,빵류,식빵류,120,343,17,-,-,8,527
3665,블루베리 베이글,빵류,식빵류,100,258,10,-,-,10,539
3666,월넛 크림 치즈 베이글,빵류,식빵류,140,437,15,-,-,7,612
3667,호두 크림치즈 베이글,빵류,샌드위치류,130,378,11,-,-,10,656
3668,DT_스콘 스틱,빵류,기타 빵류,96,400,5,-,-,23,550
3669,미니 클래식 스콘,빵류,기타 빵류,96,452,7,-,-,12,304
3670,카카오 초콜릿 스콘,빵류,기타 빵류,103,480,5,-,-,25,550
3671,클래식 스콘,빵류,기타 빵류,105,468,4,-,-,17,435
3672,한라봉 스콘,빵류,기타 빵류,70,266,4,-,-,13,326
3673,DT_파마산 스틱,빵류,기타 빵류,52,240,4,-,-,8,280
3674,거문 오름 크루아상,빵류,페이스트리류,82,391,7,-,-,16,367
3675,레몬&그린티 패스트리,빵류,페이스트리류,50,120,4,-,-,5,270
3676,리프 파이,빵류,페이스트리류,54,265,3,-,-,13,390
3677,바게트 버터&잼,빵류,기타 빵류,103,299,5,-,-,17,559
3678,베이컨 치즈 데니쉬,빵류,페이스트리류,190,820,14,-,-,17,990
3679,스위트 시나몬 브리오슈,빵류,기타 빵류,75,277,5,-,-,24,197
3680,올리브 베이컨 플랫 브레드,빵류,기타 빵류,105,400,4,-,-,3,530
3681,우도 땅콩 데니쉬롤,빵류,페이스트리류,92,365,5,-,-,21,233
3682,우리 대감 쌀빵,빵류,식빵류,200,668,20,-,-,22,550
3683,우리 쑥쑥 쌀식빵,빵류,식빵류,200,578,25,-,-,11,623
3684,쫄깃한 소시지 롤,빵류,기타 빵류,112,295,12,-,-,6,730
3685,쫄깃한 크림치즈 쌀빵,빵류,기타 빵류,150,700,14,-,-,30,576
3686,체다치즈 먹물 쌀식빵,빵류,식빵류,220,576,24,-,-,12,937
3687,초콜릿 롤링 크루아상,빵류,페이스트리류,90,350,4,-,-,10,185
3688,초콜릿 크런치 볼,빵류,페이스트리류,90,365,5,-,-,26,270
3689,치즈 데니쉬,빵류,페이스트리류,90,323,11,-,-,13,351
3690,프렌치 크루아상,빵류,페이스트리류,65,270,4,-,-,5,310
3691,하트 파이,빵류,페이스트리류,96,465,7,-,-,13,520
3692,한라산 치즈 볼케이노,빵류,기타 빵류,84,242,8,-,-,6,492
3693,현무암 포카치아,빵류,샌드위치류,60,147,4,-,-,4,503
3694,리얼 피칸 타르트,빵류,기타 빵류,135,880,11,-,-,23,265
3695,클라우드 초콜릿 케이크,빵류,케이크류,225,770,10,-,-,67,280
3696,7 레이어 가나슈 케이크,빵류,케이크류,140,625,5,-,-,47,191
3697,DT밀당 케이크_듀오,빵류,케이크류,76,232,3,-,-,21,113
3698,DT밀당 케이크_레드 벨벳,빵류,케이크류,60,224,2,-,-,81,0.4
3699,DT밀당 케이크_촉촉 초코,빵류,케이크류,40,129,2,-,-,58,-
3700,구운 바나나 케이크,빵류,케이크류,90,339,3,-,-,33,185
3701,레드벨벳 크림치즈 케이크,빵류,케이크류,115,466,5,-,-,19,292
3702,리코타 멜팅 치즈 케이크,빵류,케이크류,130,460,7,-,-,33,305
3703,마스카포네 티라미수 케이크,빵류,케이크류,170,520,6,-,-,35,190
3704,밀크티 초콜릿 케이크,빵류,케이크류,90,350,3,-,-,24,130
3705,바나나 피칸 파운드,빵류,케이크류,126,365,5,-,-,58,413
3706,부드러운 생크림 카스텔라,빵류,케이크류,170,593,10,-,-,29,161
3707,블랙 쿠키 치즈 케이크,빵류,케이크류,215,820,11,-,-,52,680
3708,블루베리 쿠키 치즈 케이크,빵류,케이크류,260,984,5,-,-,26,85
3709,애플 시나몬 크럼블,빵류,기타 빵류,90,293,4,-,-,26,146
3710,유자 담은 티라미수,빵류,케이크류,200,635,7,-,-,50,250
3711,제주 감귤 치즈 케이크,빵류,케이크류,125,425,6,-,-,33,280
3712,진한 녹차 생크림 케이크,빵류,케이크류,90,272,3,-,-,19,130
3713,진한 얼 그레이 생크림 케이크,빵류,케이크류,180,510,9,-,-,27,55
3714,초콜릿 데블스 케이크,빵류,케이크류,90,402,5,-,-,38,111
3715,초콜릿 페스티벌 케이크,빵류,케이크류,150,640,7,-,-,55,240
3716,크레이프 치즈 케이크,빵류,케이크류,170,565,8,-,-,31,480
3717,클라우드 치즈 케이크,빵류,케이크류,145,586,8,-,-,31,241
3718,호두 당근 케이크,빵류,케이크류,210,942,15,-,-,35,326
3719,당근 현무암 케이크,빵류,케이크류,105,304,4,-,-,32,309
3720,라임라임 타르트,빵류,기타 빵류,180,549,6,-,-,43,190
3721,몽한라 아일랜드,빵류,케이크류,180,809,7,-,-,62,535
3722,새콤한 레몬 타르트,빵류,기타 빵류,153,460,9,-,-,27,169
3723,제주 녹차 티라미수 아일랜드,빵류,케이크류,150,472,5,-,-,27,80
3724,진한 초콜릿 타르트,빵류,기타 빵류,135,643,8,-,-,19,133
3725,체커스 케이크,빵류,케이크류,67,272,3,-,-,20,157
3726,티라미수 아일랜드,빵류,케이크류,150,476,5,-,-,29,77
3727,피스타치오 파운드,빵류,케이크류,125,550,13,-,-,11,271
3728,촉촉 초콜릿 생크림 케이크,빵류,케이크류,105,378,6,-,-,22,160
3729,티라미수 볼,빵류,케이크류,130,384,5,-,-,23,72
3730,베리베리 바움쿠헨,빵류,케이크류,280,890,11,-,-,104,355
3731,초콜릿 벨벳 케이크,빵류,케이크류,280,1215,12,-,-,88,885
3732,블루베리 쿠키 치즈 케이크,빵류,케이크류,100,385,5,-,-,10,220
3733,세븐 레이어 가나슈 케이크,빵류,케이크류,100,425,5,-,-,32,188
3734,청담스타 얼 그레이 밀크 케이크,빵류,케이크류,100,310,4,-,-,20,60
3735,청담스타 오 허니 케이크,빵류,케이크류,100,348,5,-,-,28,67
3736,크레이프 에멘탈 치즈 케이크,빵류,케이크류,100,330,5,-,-,18,254
3737,피칸 브라우니,빵류,케이크류,100,465,4,-,-,48,115
3738,헤븐리 티라미수,빵류,케이크류,100,236,2,-,-,38,46
3739,베이컨 치즈 토스트,빵류,샌드위치류,110,350,9,-,-,20,570
3740,쉬림프 로제 파스타 밀 박스,면 및 만두류,스파게티류,233,333,9,-,-,2.5,500
3741,치킨 커틀렛 아보카도 샌드위치,빵류,샌드위치류,158,347,12,-,-,9,943
3742,로스트 비프 샐러드 밀 박스,생채및 무침류,샐러드,202,210,12,-,-,12,200
3743,로스트 치킨 샐러드 밀 박스,생채및 무침류,샐러드,197,170,14,-,-,10,330
3744,베이컨 포테이토 샐러드 밀 박스,생채및 무침류,샐러드,185,238,8,-,-,9,480
3745,브로콜리 에그 샐러드 밀 박스,생채및 무침류,샐러드,207,358,11,-,-,12,530
3746,쉬림프 코코넛 샐러드 밀 박스,생채및 무침류,샐러드,212,177,12,-,-,7,390
3747,콥 & 요거트 샐러드,생채및 무침류,샐러드,180,203,11,-,-,6,667
3748,B.E.L.T. 샌드위치,빵류,샌드위치류,235,505,19,-,-,6,989
3749,DT밀당 샌드위치_바질 모짜렐라,빵류,샌드위치류,100,190,7,-,-,3,380
3750,DT밀당 샌드위치_베이컨 크림치즈,빵류,샌드위치류,85,260,7,-,-,5,500
3751,그릴드 베지터블 파니니,빵류,샌드위치류,230,423,12,-,-,9,686
3752,뉴 비프 브리또,빵류,샌드위치류,150,332,13,-,-,4,889
3753,단호박 에그 샌드위치,빵류,샌드위치류,190,317,8,-,-,10,734
3754,머쉬룸 치즈 클럽 샌드위치,빵류,샌드위치류,211,440,15,-,-,4,900
3755,멕시칸 브리또 밀 박스,빵류,샌드위치류,277,555,19,-,-,15,980
3756,모짜렐라 베이컨 샌드위치,빵류,샌드위치류,197,401,15,-,-,6,905
3757,바비큐 치킨 치즈 치아바타,빵류,샌드위치류,155,277,15,-,-,7,976
3758,바비큐 치킨 파니니,빵류,샌드위치류,375,375,28,-,-,19,644
3759,바질 치킨 바게트,빵류,샌드위치류,160,394,23,-,-,5,818
3760,바질 펜네 밀 박스,면 및 만두류,스파게티류,223,388,12,-,-,2.8,901
3761,베이컨 과카몰리 샌드위치,빵류,샌드위치류,192,460,15,-,-,8,980
3762,베이컨 치즈 치아바타 모닝박스,빵류,샌드위치류,253,445,21,-,-,3,1360
3763,볼케이노 샌드위치,빵류,샌드위치류,125,347,13,-,-,7,745
3764,스리라차 치킨 치아바타,빵류,샌드위치류,174,353,15,-,-,9,974
3765,어니언 베이컨 체다치즈 파니니,빵류,샌드위치류,175,508,14,-,-,5,701
3766,에그 베이컨 치즈 백년초 베이글,빵류,샌드위치류,190,404,16,-,-,19,994
3767,에그 베이컨 파니니,빵류,샌드위치류,182,541,25,-,-,8,626
3768,에그 아보카도 파니니,빵류,샌드위치류,208,547,29,-,-,10,674
3769,"에그, 베이컨 치즈 베이글",빵류,샌드위치류,180,449,24,-,-,11,639
3770,에그에그 샌드위치,빵류,샌드위치류,175,370,15,-,-,9,800
3771,잉글리쉬 머핀 밀 박스,빵류,샌드위치류,232,390,18,-,-,7,920
3772,제주 녹차 베이컨 치즈 베이글,빵류,샌드위치류,200,549,22,-,-,24,997
3773,제주 당근 크림치즈 샌드위치,빵류,샌드위치류,230,484,12,-,-,96,688
3774,제주 흑돼지 초리조 먹물 샌드위치,빵류,샌드위치류,210,554,21,-,-,10,659
3775,치킨 루꼴라 샌드위치,빵류,샌드위치류,128,280,14,-,-,9,665
3776,치킨 아보카도&치즈 파니니,빵류,샌드위치류,153,415,24,-,-,6,687
3777,크랜베리 치킨 치즈 샌드위치,빵류,샌드위치류,194,364,12,-,-,13,985
3778,크로크 무슈,빵류,샌드위치류,160,402,16,-,-,3,972
3779,탄두리 치킨 샌드위치,빵류,샌드위치류,158,360,16,-,-,3,750
3780,탄두리 치킨 토마토 샌드위치,빵류,샌드위치류,180,360,17,-,-,14,820
3781,터키 멜팅 치즈 샌드위치,빵류,샌드위치류,155,391,19,-,-,3,824
3782,포크 커틀릿 샌드위치,빵류,샌드위치류,206,555,26,-,-,6,940
3783,한라봉 모닝샌드위치,빵류,샌드위치류,140,390,12,-,-,5,715
3784,햄 에그 크레페 밀 박스,빵류,샌드위치류,183,275,16,-,-,6,690
3785,햄&루꼴라 올리브 샌드위치,빵류,샌드위치류,190,333,14,-,-,3,890
3786,햄&치즈 에그 머핀,빵류,샌드위치류,115,281,12,-,-,1,734
3787,현무암 크로크무슈,빵류,샌드위치류,110,323,11,-,-,7,762
3788,초콜릿 월넛 돔 쿠키,과자류,쿠키.비스킷류,90,441,5,-,-,34,300
3789,로고 코인 다크 초콜릿 (골드),과자류,초콜릿류,50,255,5,-,-,13,-
3790,로고 코인 밀크 초콜릿 (실버),과자류,초콜릿류,50,256,4,-,-,30,50
3791,로스티드 아몬드 앤 초콜릿,과자류,초콜릿류,56,326,4,-,-,24,55
3792,리저브 초콜릿 세트,과자류,초콜릿류,36,181,2,-,-,19,18
3793,블루베리 초콜릿,과자류,초콜릿류,57,300,3,-,-,29,40
3794,에스프레소 빈 초콜릿,과자류,초콜릿류,50,263,3,-,-,22,10
3795,제주 오름 초콜릿 세트,과자류,초콜릿류,108,570,7,-,-,57,37
3796,구워서 바삭한 코코넛 칩,과자류,스낵류,22,130,1,-,-,5,110
3797,다크 초콜릿 카우보이 쿠키,과자류,쿠키.비스킷류,85,465,5,-,-,29,465
3798,먹물치즈 라이스 비스코티,빵류,기타 빵류,60,305,7,-,-,8,320
3799,버터 가득 라이스 쿠키,과자류,쿠키.비스킷류,80,422,4,-,-,16,152
3800,버터 라이스 쿠키 틴백,과자류,쿠키.비스킷류,40,211,2,-,-,8,76
3801,블루베리 잼 쿠키,과자류,쿠키.비스킷류,76,333,4,-,-,20,59
3802,스마일 쿠키 라즈베리,과자류,쿠키.비스킷류,140,661,7,-,-,41,177
3803,스마일 쿠키 초콜릿,과자류,초콜릿류,140,736,8,-,-,41,179
3804,오트밀 레이즌 쿠키,과자류,쿠키.비스킷류,85,380,3,-,-,37,330
3805,우리 미 감자팝,과자류,스낵류,35,165,3,-,-,3,170
3806,탐라 비스코티,빵류,식빵류,78,411,10,-,-,20,344
3807,현무암 러스크,빵류,기타 빵류,36,174,3,-,-,12,152
3808,화이트 초콜릿 카우보이 쿠키,과자류,쿠키.비스킷류,85,450,5,-,-,31,480
3809,다크 초콜릿 마카롱,과자류,기타 과자류,35,165,3,-,-,19,185
3810,바닐라 마카롱,과자류,기타 과자류,35,155,3,-,-,19,16
3811,블루베리 마카롱,과자류,기타 과자류,35,160,2,-,-,20,30
3812,스트로베리 마카롱,과자류,기타 과자류,35,140,0,-,-,14,30
3813,우도 땅콩 다쿠아즈,과자류,기타 과자류,32,130,2,-,-,16,45
3814,우리米 카스텔라,빵류,케이크류,200,585,13,-,-,50,115
3815,제주 녹차 다쿠아즈,과자류,기타 과자류,32,130,2,-,-,17,61
3816,카라멜 스틱,과자류,기타 과자류,40,165,1,-,-,24,180
3817,카라멜 와플,빵류,기타 빵류,66,300,2,-,-,20,150
3818,유기농 바닐라 아이스크림,아이스크림류,아이스크림류,120,175,3,-,-,15,37
3819,유기농 초콜릿 아이스크림,아이스크림류,아이스크림류,120,294,7,-,-,23,81
3820,자바 칩 유기농 바닐라 아이스크림,아이스크림류,아이스크림류,120,210,3,-,-,19,52
3821,자바 칩 유기농 초콜릿 아이스크림,아이스크림류,아이스크림류,120,329,7,-,-,27,96
3822,넛츠 바닐라 아포가토,음료 및 차류,커피류,165,282,6,-,-,15,37
3823,넛츠 초콜릿 아포가토,음료 및 차류,커피류,165,401,10,-,-,23,81
3824,바닐라 아포가토,음료 및 차류,커피류,150,180,3,-,-,15,37
3825,자바 칩 바닐라 아포가토,음료 및 차류,커피류,160,215,3,-,-,19,52
3826,자바 칩 초콜릿 아포가토,음료 및 차류,커피류,160,334,7,-,-,27,96
3827,초콜릿 아포가토,음료 및 차류,커피류,150,299,7,-,-,23,81
3828,오리지널 프레즐,빵류,페이스트리류,105,337,8,-,-,8,411
3829,아몬드 프레즐,빵류,페이스트리류,112,370,7,-,-,13,357
3830,시나몬 슈가 프레즐,빵류,페이스트리류,103,340,7,-,-,14,395
3831,갈릭 프레즐,빵류,페이스트리류,108,340,8,-,-,8,435
3832,어니언 프레즐,빵류,페이스트리류,110,336,8,-,-,8,465
3833,페퍼로니 프레즐,빵류,페이스트리류,140,476,16,-,-,9,466
3834,할라피뇨 치즈 프레즐,빵류,페이스트리류,145,406,16,-,-,11,635
3835,애플 플랫프레즐,빵류,페이스트리류,130,392,8,-,-,31,186
3836,치킨 플랫프레즐,빵류,페이스트리류,120,314,16,-,-,7,350
3837,오리지널스틱,빵류,페이스트리류,145,452,10,-,-,13,709
3838,아몬드스틱,빵류,페이스트리류,152,513,12,-,-,13,290
3839,시나몬 슈가 스틱,빵류,페이스트리류,155,472,10,-,-,19,490
3840,크림치즈 스틱,빵류,페이스트리류,159,473,11,-,-,14,409
3841,아몬드 크림치즈 스틱,빵류,페이스트리류,165,492,11,-,-,16,392
3842,어니언스틱,빵류,페이스트리류,155,473,11,-,-,11,655
3843,갈릭스틱,빵류,페이스트리류,152,479,11,-,-,11,612
3844,벚꽃크림치즈스틱,빵류,페이스트리류,170,568,12,-,-,25,477
